id,CZE,ENG,FIN,FRE,GER,ITA,POL,POR,RUS,SPA,SWE,SCR,NOR,DUT,LAV
C0751748,neketotická hyperglycinemie,"Hyperglycinemia, Nonketotic",Non-ketoottinen hyperglysinemia,Hyperglycinémie non cétosique,"Hyperglyzinämie, nichtketotische",Iperglicemia nonchetotica,Hiperglicynemia nieketonowa,Hiperglicinemia não Cetótica,ГИПЕРГЛИКЕМИЯ НЕКЕТОТИЧЕСКАЯ,Hiperglicinemia no Cetósica,"Hyperglykemi, icke-ketotisk",,Ikke-ketotisk hyperglysinemi,Niet-ketotische hyperglycinemie,
C0751950,poruchy nervosvalového přenosu,Neuromuscular Junction Diseases,Hermo-lihasliitoksen sairaudet,Maladies de la jonction neuromusculaire,Motorische-Endplatten-Krankheiten,Malattie della giunzione neuromuscolare,Choroby połączeń nerwowo-mięśniowych,Doenças da Junção Neuromuscular,НЕРВНОМЫШЕЧНОГО СОЕДИНЕНИЯ БОЛЕЗНИ,Enfermedades de la Unión Neuromuscular,Nerv-muskelförbindelsesjukdomar,Not Translated[Neuromuscular Junction Diseases],Nevromuskulære transmisjonssykdommer,"Stoornis, neuromusculaire-overgangs-",
C1449622,protilátky produkované rostlinami,Plantibodies,Kasveissa tuotetut vasta-aineet,Planticorps,Plantibodies,Anticorpi derivati dalle piante,Plantibodies MeSH,Planticorpos,ПЛАНТИТЕЛА,Planticuerpos,Växtantikroppar,,,,
C3486456,ovocné proteiny,Fruit Proteins,,Protéines de fruit,Frucht-Proteine,Proteine della frutta,Białka w owocach,Proteínas de Frutas,ФРУКТОВ БЕЛКИ,Proteínas de Frutas,Fruktproteiner,,Proteiner i frukt,,
C0586859,plicní lékaři,Pulmonologists,,Pneumologues,Pulmonologen,Pneumologi,Pulmonolodzy,Pneumologistas,ПУЛЬМОНОЛОГИ,Neumólogos,Lungläkare,,Lungespesialister,,
C0006938,kaptopril,Captopril,Kaptopriili,Captopril,Captopril,Captopril,Kaptopryl,Captopril,КАПТОПРИЛ,Captopril,Kaptopril,KAPTOPRIL,,,
C1080874,hořcotvaré,Gentianales,,Gentianales,Gentianales,Genzianali,Goryczkowce,Gentianales,ГОРЕЧАВКОЦВЕТНЫЕ,Gentianales,Gentianaordningen,,Gentianales,,
C0007867,nemoci cervix uteri,Uterine Cervical Diseases,Kohdunkaulan sairaudet,Maladies du col utérin,Zervixkrankheiten,Malattie della cervice uterina,Choroby szyjki macicy,Doenças do Colo do Útero,ШЕЙКИ МАТКИ БОЛЕЗНИ,Enfermedades del Cuello del Útero,Livmoderhalssjukdomar,"CERVIKS UTERUSA, BOLESTI",Cervixsykdommer,"Ziekte, baarmoederhals-",
C0012274,dihydroorotasa,Dihydroorotase,Dihydro-orotaasi,Dihydro-orotase,Dihydroorotase,Diidroorotasi,Dihydroorotaza,Di-Hidro-Orotase,ДИГИДРООРОТАЗА,Dihidroorotasa,Dihydroorotas,,Dihydroorotase,,
C1955908,receptory CCR6,"Receptors, CCR6",CCR6-reseptorit,Récepteurs CCR6,"Rezeptoren, CCR6-",Recettori CCR6,Receptory CCR6,Receptores CCR6,РЕЦЕПТОРЫ CCR6,Receptores CCR6,CCR6-receptorer,,,,
C0242619,,,,,,,,,,,,,,Manduca sexta,
C1040695,Staphylococcaceae,Staphylococcaceae,Staphylococcaceae,Staphylococcaceae,Staphylococcaceae,Staphylococcaceae,Staphylococcaceae,Staphylococcaceae,СТАФИЛОКОККОВЫЕ,Staphylococcaceae,Staphylococcaceae,Not Translated[Staphylococcaceae],Staphylococcaceae,Staphylococcaceae,
C0035943,,,,,,,,,,,,,,Lichaampjes van Ruffini,
C0010642,cystathionin-gama-lyasa,Cystathionine gamma-Lyase,Kystationiini-gamma-lyaasi,Cystathionine gamma-lyase,Cystathionin-Gamma-Lyase,Cistationina gamma-liasi,gamma-Liaza cystationinowa,Cistationina gama-Liase,ЦИСТАТИОНИН-ГАММА-ЛИАЗА,Cistationina gamma-Liasa,Cystationin-gammalyas,,,,
C0162769,rozsivky,Diatoms,Piilevät,Diatomées,Diatomeen,Diatomee,Diatom,Diatomáceas,ДИАТОМЕИ,Diatomeas,Diatomeer,,Bacillariophyta,Diatomeeën,
C1135876,,,,,,,,,,,,,,Cnestis,
C2936503,vojenská zařízení,Military Facilities,,Installations militaires,Militärische Anlagen,Strutture militari,Tereny wojskowe,Instalações Militares,ВОЕННЫЕ ОБЪЕКТЫ,Instalaciones Militares,Militäranläggningar,,Militære anlegg,,
C0206628,mezoblastický nefrom,"Nephroma, Mesoblastic",Mesoblastinen nefrooma,Néphrome mésoblastique,"Nephrom, mesoblastisches",Nefroma mesoblastico,Nerczak mezoblastyczny,Nefroma Mesoblástico,НЕФРОМА МЕЗОБЛАСТИЧЕСКАЯ,Nefroma Mesoblástico,"Nefrom, mesoblastiskt",,Mesoblastisk nefrom,"Nefroom, mesoblastisch",
C0032217,princip potěšení-bolest,Pleasure-Pain Principle,Mielihyvä-kipu-periaate,Principe de plaisir-déplaisir,Lust-Unlust-Prinzip,Principio di piacere-dolore,Reguła przyjemność-ból,Princípio do Prazer-Desprazer,УДОВОЛЬСТВИЯ-НАКАЗАНИЯ ПРИНЦИП,Principio de Dolor-Placer,Lust-olust-principen,,Glede-smerte-prinsipp,Lust-onlustprincipe,
C0038587,abstinenční syndrom,Substance Withdrawal Syndrome,Vieroitusoireyhtymä,Syndrome de sevrage,Drogenentzugssyndrom,Sindrome da astinenza,Zespół abstynencyjny,Síndrome de Abstinência a Substâncias,АБСТИНЕНТНЫЙ СИНДРОМ,Síndrome de Abstinencia a Sustancias,Abstinenssyndrom,APSTINENCIJSKI SINDROM,Abstinenssyndrom,Abstinentiesyndroom,
C0017651,globus pallidus,Globus Pallidus,Linssitumakkeen pallo,Globus pallidus,Globus pallidus,Globus pallidus,Gałka blada,Globo Pálido,БЛЕДНЫЙ ШАР,Globo Pálido,Bleka kärnan,,Globus pallidus,Globus pallidus,
C3179262,plakové testy,Viral Plaque Assay,Plakkimääritys,Méthode des plages virales,Plaquetest,Saggio virale della placca,Metoda łysinkowa wirusowa,Ensaio de Placa Viral,ВИРУСНОЙ БЛЯШКИ АНАЛИЗ,Ensayo de Placa Viral,Placksanalys,,Viral plakktest,,
C0014670,equinózní deformity nohy (od hlezna dolů),Equinus Deformity,Pystyjalka,Pied bot équin,Spitzfuß,Deformità del piede equino,Stopa końska,Pé Equino,СТОПА КОНСКАЯ,Pie Equino,Hästfot,,Talipes equinus,Talipes equinus,
C0038203,,,,,,,,,,,,,,Statistische informatieverwerking,
C0033561,prostaglandiny F,Prostaglandins F,F-prostaglandiinit,Prostaglandines F,Prostaglandine F,Prostaglandine F,Prostaglandyny F,Prostaglandinas F,ПРОСТАГЛАНДИНЫ F,Prostaglandinas F,Prostaglandiner F,,,,
C0004692,balantidióza,Balantidiasis,Balantidiaasi,Balantidiase,Balantidiasis,Balantidiasi,Balantydioza,Balantidíase,БАЛАНТИДИАЗ,Balantidiasis,Balantidiasis,BALANTIDIOZA,Balantidiasis,Balantidiase,
C0017106,,,,,,,,,,,,,,Gasmaskers,
C0040371,Tokio,Tokyo,Tokio,Tokyo,Tokio,Tokyo,Tokio,Tóquio,ТОКИО,Tokio,Tokyo,,Tokyo,Tokio,
C2350544,transkripční faktory SOXD,SOXD Transcription Factors,,Facteurs de transcription SOX-D,SOXD-Transkriptionsfaktoren,Fattori di trascrizione SOXD,Czynniki transkrypcji SOXD,Fatores de Transcrição SOXD,SOXD ТРАНСКРИПЦИОННЫЕ ФАКТОРЫ,Factores de Transcripción SOXD,SOXD-transkriptionsfaktorer,,,,
C0030840,penicilin V,Penicillin V,Fenoksimetyylipenisilliini,Phénoxyméthylpénicilline,Penicillin V,Penicillina V,Penicylina V,Penicilina V,ПЕНИЦИЛЛИН V,Penicilina V,Penicillin V,,,,
C0073432,kruhová RNA,"RNA, Circular",,ARN circulaire,"RNA, zirkuläre",,RNA koliste,RNA Circular,РНК ЦИРКУЛЯРНАЯ,ARN Circular,Cirkulärt RNA,,,,
C0038704,kyseliny sulfanilové,Sulfanilic Acids,Sulfaniilihapot,Acides amino-benzènesulfoniques,Sulfanilsäuren,Acidi solfanilici,Kwasy sulfanilowe,Ácidos Sulfanílicos,СУЛЬФАНИЛОВЫЕ КИСЛОТЫ,Ácidos Sulfanílicos,Sulfanilsyror,,,,
C0005507,biotest,Biological Assay,Biologinen määritys,Dosage biologique,Biologischer Test,Saggio biologico,Próba biologiczna,Bioensaio,БИОЛОГИЧЕСКАЯ ПРОБА,Bioensayo,Bioanalys,,Bioassay,Bio-assay,
C0320744,Plasmodium ovale,Plasmodium ovale,Plasmodium ovale,Plasmodium ovale,Plasmodium ovale,Plasmodium ovale,Plasmodium ovale,Plasmodium ovale,PLASMODIUM OVALE,Plasmodium ovale,Plasmodium ovale,,Plasmodium ovale,Plasmodium ovale,
C0038878,suprofen,Suprofen,Suprofeeni,Suprofène,Suprofen,Suprofene,Suprofen,Suprofeno,СУПРОФЕН,Suprofeno,Suprofen,,,,
C0035486,rhodanin,Rhodanine,Rodaniini,Rhodanine,Rhodanin,Rodanina,Rodanina,Rodanina,РОДАНИН,Rodanina,Rodanin,,,,
C0018247,,,,,,,,,,,,,,Grommetinsertie,
C1831799,"rekombinantní kvadrivalentní vakcína proti lidskému papilomaviru typu 6, 11, 16, 18","Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18",,"Vaccin recombinant quadrivalent contre les papillomavirus humains de type 6, 11, 16 et 18","Papillomavirus (human)-Impfstoff, rekombiniert, tetravalent, Typen 6,11,16,18",Vaccino anti-HPV quadrivalente (6/11/16/18),"Szczepionka przeciw HPV typu 6, 11, 16, 18 czterowalentna","Vacina Quadrivalente Recombinante contra HPV tipos 6, 11, 16, 18","РЕКОМБИНАНТНАЯ ЧЕТЫРЕХВАЛЕНТНАЯ ВАКЦИНА ПРОТИВ ПАПИЛЛОМАВИРУСА ЧЕЛОВЕКА, ТИПОВ 6, 11, 16, 18","Vacuna Tetravalente Recombinante contra el Virus del Papiloma Humano Tipos 6, 11 , 16, 18","Not Translated[Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18]",,,,
C0001577,,,,,,,,,,,,,,Adnexitis,
C0079720,podskupiny lymfocytů,Lymphocyte Subsets,Imusolujen alaluokat,Sous-populations de lymphocytes,Lymphozytenuntergruppen,Sottopopolazioni linfocitarie,Podgrupy limfocytów,Subpopulações de Linfócitos,ЛИМФОЦИТОВ ПОДГРУППЫ,Subgrupos Linfocitarios,Lymfocytsubset,LIMFOCITNE PODVRSTE,Lymfocyttundergrupper,"Subset, lymfocyt-",Not Translated[Lymphocyte Subsets]
C1135981,proteiny přenášející báze,Nucleobase Transport Proteins,Nukleobaasikuljetusproteiinit,Transporteurs de nucléobases,Nucleobasen-Transportproteine,Proteine di trasporto delle basi nucleari,Białka transportu nukleozasad,Proteínas de Transporte de Nucleobases,НУКЛЕООСНОВАНИЙ ТРАНСПОРТНЫЕ БЕЛКИ,Proteínas de Transporte de Nucleobases,Nukleobastransportproteiner,,,,
C0026331,mobilní zdravotnické jednotky,Mobile Health Units,Liikkuvat terveydenhuoltoyksiköt,Unités sanitaires mobiles,Mobile Gesundheitseinrichtungen,Unità sanitarie mobili,Jednostki ruchome,Unidades Móveis de Saúde,МЕДИЦИНСКИЙ ПУНКТ ПЕРЕДВИЖНОЙ,Unidades Móviles de Salud,Mobila enheter inom hälso- och sjukvård,MOBILNE ZDRAVSTVENE JEDINICE,Mobile helsetjenester,Mobiele behandelunit,
C0038395,streptokokové infekce,Streptococcal Infections,Streptokokki-infektiot,Infections à streptocoques,Streptokokkeninfektionen,Infezioni da Streptococcus,Zakażenia paciorkowcem,Infecções Estreptocócicas,СТРЕПТОКОККОВЫЕ ИНФЕКЦИИ,Infecciones Estreptocócicas,Streptokockinfektioner,STREPTOKOKOZE,Streptokokkinfeksjoner,Streptokokkeninfectie,
C0028711,,,,,,,,,,,,,,"Voeding, etikettering van",
C0027708,Wilmsův nádor,Wilms Tumor,Nefroblastooma,Tumeur de Wilms,Nephroblastom,Tumore di Wilms,Guz Wilmsa,Tumor de Wilms,ВИЛЬМСА ОПУХОЛЬ,Tumor de Wilms,Wilms tumör,,Wilms svulst,Wilms-tumor,
C0557555,psychoterapeuti,Psychotherapists,,Psychothérapeutes,Psychotherapeuten,,Psychoterapeuci,Psicoterapeutas,ПСИХОТЕРАПЕВТЫ,Psicoterapeutas,Psykoterapeuter,,,,
C0010804,keratin-13,Keratin-13,Keratiini-13,Kératine-13,Keratin-13,Cheratina 13,Keratyna 13,Queratina-13,КЕРАТИН-13,Queratina-13,Keratin-13,,,,
C0016873,zuby spojené,Fused Teeth,Yhteen sulautuneet hampaat,Dents fusionnées,Zahnverschmelzung,Fusione,Zęby zespolone,Dentes Fusionados,ЗУБОВ СЛИЯНИЕ,Dientes Fusionados,Sammansmälta tänder,,Sammengrodde tenner,"Vergroeiing, tand-",
C0034271,kyselina pyridoxinová,Pyridoxic Acid,Pyridoksiinihappo,Acide 4-pyridoxique,Pyridoxinsäure,Acido piridossico,Kwas pirydoksynokarboksylowy,Ácido Piridóxico,ПИРИДОКСОВАЯ КИСЛОТА,Ácido Piridóxico,Pyridoxinsyra,,,,
C0525039,DNA-polymerasa beta,DNA Polymerase beta,DNA-polymeraasi beeta,DNA polymerase beta,DNA-Polymerase Beta,DNA polimerasi beta,Polimeraza DNA beta,DNA Polimerase beta,ДНК-ПОЛИМЕРАЗА БЕТА,ADN Polimerasa beta,DNA-polymeras-beta,,,,
C0079637,peroperační monitorování,"Monitoring, Intraoperative",Leikkauksenaikainen seuranta,Surveillance peropératoire,Intraoperative Patientenüberwachung,Monitoraggio intraoperatorio,Monitorowanie śródoperacyjne,Monitorização Intraoperatória,ИНТРАОПЕРАЦИОННЫЙ МОНИТОРИНГ,Monitoreo Intraoperatorio,Intraoperativ övervakning,"NADZOR, INTRAOPERATIVNI",Intraoperativ overvåking,"Monitoring, intra-operatieve",
C0026218,misonidazol,Misonidazole,Misonidatsoli,Misonidazole,Misonidazol,Misonidazolo,Mizonidazol,Misonidazol,МИЗОНИДАЗОЛ,Misonidazol,Misonidazol,,,,
C0018538,,,,,,,,,,,,,,Halo-effect,
C0030769,,,,,,,,,,,,,,Peer Review-organisaties,
C0032279,pneumoencefalografie,Pneumoencephalography,Pneumoenkefalografia,Encéphalographie gazeuse,Pneumenzephalographie,Pneumoencefalografia,Pneumoencefalografia,Pneumoencefalografia,ПНЕВМОЭНЦЕФАЛОГРАФИЯ,Neumoencefalografía,Pneumoencefalografi,PNEUMOENCEFALOGRAFIJA,Pneumoencefalografi,Pneumencefalografie,
C1564673,oktamerní transkripční faktory,Octamer Transcription Factors,Oktameerin transkriptiotekijät,Facteurs de transcription Oct,Octamer-Transkriptionsfaktoren,Fattori di trascrizione ottamerici,Czynniki transkrypcji oktamerowe,Fatores de Transcrição de Octâmero,ОКТАМЕРНЫЕ ТРАНСКРИПЦИОННЫЕ ФАКТОРЫ,Factores de Transcripción de Octámeros,Oct-transkriptionsfaktorer,,,,
C0017420,pohlavní orgány,Genitalia,Sukupuolielimet,Système génital,Genitalien,Organi genitali,Narządy płciowe,Genitália,ПОЛОВЫЕ ОРГАНЫ,Genitales,Könsorgan,SPOLNI ORGANI,Kjønnsorganer,Geslachtsorganen,Not Translated[Genitalia]
C0044800,kyselina 12-hydroxyeikosatetraenová,"12-Hydroxy-5,8,10,14-eicosatetraenoic Acid","12-hydroksi-5,8,10,14-eikosatetraenoidihappo","Acide éicosatétraénoïque-5,8,10,14 hydroxy-12","12-Hydroxy-5,8,10,14-Eicosatetraensäure","Acido 12-idrossi-5,8,10,14-eicosatetraenoico","Kwas 12-hydroksy-5,8,10,14-eikozatetraenowy","Ácido 12-Hidroxi-5,8,10,14-Eicosatetraenoico","12-ГОДРОКСИ-5,8,10,14-ЭЙКОЗАТЕТРАЕНОВАЯ КИСЛОТА","Ácido 12-Hidroxi-5,8,10,14-Eicosatetraenoico","12-hydroxi-5,8,10,14-eikosatetraenosyra",,,,
C0014836,infekce vyvolané Escherichia coli,Escherichia coli Infections,Escherichia coli -infektiot,Infections à Escherichia coli,Escherichia-coli-Infektionen,Infezioni da Escherichia coli,Zakażenia Escherichia coli,Infecções por Escherichia coli,КОЛИ-ИНФЕКЦИИ,Infecciones por Escherichia coli,Kolibakterieinfektioner,ESCHERICHIA COLI INFEKCIJE,Escherichia coli-infeksjoner,"Infectie, escherichia-coli-",
C4318432,homolog 3 proteinu MutS,MutS Homolog 3 Protein,,Protéine-3 homologue de MutS,MutS-Homologes 3-Protein,Proteina del MutS omologo 3,Białko MSH3,Proteína 3 Homóloga a MutS,MUTS ГОМОЛОГИЧНЫЙ 3 БЕЛОК,Proteína 3 Homóloga de MutS,Not Translated[MutS Homolog 3 Protein],,,,
C1001152,Cryptocarya,Cryptocarya,Cryptocarya,Cryptocarya,Cryptocarya,Cryptocarya,Cryptocarya,Cryptocarya,CRYPTOCARIA,Cryptocarya,Cryptocarya,,Cryptocarya,Cryptocarya,
C0040996,nervus trigeminus,Trigeminal Nerve,Kolmoishermo,Nerf trijumeau,Nervus trigeminus,Nervo trigemino,Nerw trójdzielny,Nervo Trigêmeo,ТРОЙНИЧНЫЙ НЕРВ,Nervio Trigémino,Trigeminusnerv,,Nervus trigeminus,Ve hersenzenuw,Trijzaru nervs
C0870733,mezinárodní klasifikace nemocí,International Classification of Diseases,Kansainvälinen tautiluokitus,Classification internationale des maladies,Internationale Klassifikation der Krankheiten,Classificazione internazionale delle malattie,Międzynarodowa klasyfikacja chorób,Classificação Internacional de Doenças,БОЛЕЗНЕЙ КЛАССИФИКАЦИЯ МЕЖДУНАРОДНАЯ,Clasificación Internacional de Enfermedades,Internationell klassifikation av sjukdomar,,Den internasjonale statistiske klassifikasjonen av sykdommer og beslektede helseproblemer,Internationale classificatie van ziekten,
C0472377,krvácení do bazálních ganglií,Basal Ganglia Hemorrhage,Tyvitumakkeiden verenvuoto,Hémorragie des ganglions de la base,"Basalganglien, Blutung",Emorragia dei gangli basali,Krwotok do zwoju podstawnego,Hemorragia dos Gânglios da Base,БАЗАЛЬНЫХ ГАНГЛИЕВ ГЕМОРРАГИИ,Hemorragia de los Ganglios Basales,Basalganglieblödning,,Basalganglieblødning,"Bloeding, basale-ganglia-",
C0600550,,,,,,,,,,,,,,"Tabaksconsumptie, ontwenning",
C0038575,,,,,,,,,,,,,,"Subsidies, onderzoeks-",
C1566590,opožděný nástup funkce štěpu,Delayed Graft Function,Viivästynyt siirteen toiminta,Reprise retardée de fonction du greffon,Verzögerte Transplantatfunktion,Ripresa ritardata della funzionalità dopo il trapianto,Czynność przeszczepu opóźniona,Função Retardada do Enxerto,ТРАНСПЛАНТАТА ФУНКЦИИ ОТСРОЧЕННАЯ РЕАКЦИЯ,Funcionamiento Retardado del Injerto,Fördröjd transplantatfunktion,,Forsinket transplantatfunksjon,,
C3850065,absorpce radiace,"Absorption, Radiation",,Absorption de rayonnement,"Absorption, Strahlungs-",Assorbimento di radiazioni,Absorpcja promieniowania,Absorção de Radiação,АБСОРБЦИЯ РАДИАЦИИ,Absorción de Radiación,Strålningsabsorption,,Absorpsjon av stråling,,
C0994163,magnetická rezonanční cholangiopankreatografie,"Cholangiopancreatography, Magnetic Resonance",Magneettikolangiopankreatografia,Cholangiopancréatographie par résonance magnétique,"Cholangiopankreatographie, Magnetresonanz-",Colangiopancreatografia a risonanza magnetica,Cholangiopankreatografia metodą rezonansu magnetycznego,Colangiopancreatografia por Ressonância Magnética,ХОЛАНГИОПАНКРЕАТОГРАФИЯ МАГНИТНО-РЕЗОНАНСНАЯ,Pancreatocolangiografía por Resonancia Magnética,"Kolangiopankreatografi, magnetisk resonans",,Magnetisk resonanskolangio-pankreatografi,Magnetischeresonantiecholangiopancreatografie,
C0031549,Phlebotomus,Phlebotomus,Hiekkakärpänen,Phlebotomus,Phlebotomus,Phlebotomus,Phlebotomus,Phlebotomus,МОСКИТЫ,Phlebotomus,Phlebotomus,FLEBOTOMI,Phlebotomus,Phlebotomus,
C0242759,,,,,,,,,,,,,,Triton,
C0031379,fenazopyridin,Phenazopyridine,Fenatsopyridiini,Phénazopyridine,Phenazopyridin,Fenazopiridina,Fenazopirydyna,Fenazopiridina,ФЕНАЗОПИРИДИН,Fenazopiridina,Fenazopyridin,,,,
C2718019,mendelovská randomizace,Mendelian Randomization Analysis,,Analyse de randomisation mendélienne,"Mendelsche Randomisierung, Analyse",Randomizzazione mendeliana,Analiza mendlowska z randomizacją,Análise da Randomização Mendeliana,МЕНДЕЛЕВСКОЙ РАНДОМИЗАЦИИ АНАЛИЗ,Análisis de la Aleatorización Mendeliana,Mendelisk randomiseringsanalys,,Mendelsk randomiseringsanalyse,,
C0042753,Virginia,Virginia,Virginia,Virginie,Virginia,Virginia,Wirginia,Virginia,ВИРГИНИЯ,Virginia,Virginia,,Virginia,Virginia,
C0079541,holoprosencefalie,Holoprosencephaly,Holoprosenkefalia,Holoprosencéphalie,Holoprosenzephalie,Oloprosencefalia,Podział przodomózgowia niedokonany,Holoprosencefalia,МОЗГА ПЕРЕДНЕГО МАЛЬФОРМАЦИИ,Holoprosencefalia,Holoprosencefali,,Holoprosencefali,"Prosencefalie, holo-",
C0206145,,,,,,,,,,,,,,Stunning van het myocard,
C0017078,gangliová stimulancia,Ganglionic Stimulants,Ganglionstimulantit,Gangliostimulants,Ganglienstimulanzien,Stimolanti ganglionici,Stymulanty zwojów nerwowych,Estimulantes Ganglionares,ГАНГЛИОСТИМУЛЯТОРЫ,Estimulantes Ganglionares,Gangliestimulerande medel,,Gangliestimulerende midler,,
C0243020,imunokonjugáty,Immunoconjugates,Immunokonjugaatit,Immunoconjugués,Immunkonjugate,Immunoconiugati,Immunokoniugaty,Imunoconjugados,ИММУНОКОНЪЮГАТЫ,Inmunoconjugados,Immunkonjugat,,Not Translated[Immunoconjugates],,
C0023439,akutní eozinofilní leukemie,"Leukemia, Eosinophilic, Acute",Akuutti eosinofiilinen leukemia,Leucémie aigüe à éosinophiles,"Leukämie, eosinophile, akute",Leucemia acuta eosinofila,Białaczka eozynofilowa ostra,Leucemia Eosinofílica Aguda,ЛЕЙКОЗ ЭОЗИНОФИЛЬНЫЙ ОСТРЫЙ,Leucemia Eosinofílica Aguda,"Leukemi, eosinofil, akut",,Akutt eosinofil leukemi,"Leukemie, acute eosinofiele",
C1006501,,,,,,,,,,,,,,Shepherdia,
C0031085,parodontální absces,Periodontal Abscess,Hampaanvieruspaise,Abcès parodontal,Parodontalabszeß,Ascesso periodontale,Ropień przyzębny,Abscesso Periodontal,ПЕРИОДОНТАЛЬНЫЙ АБСЦЕСС,Absceso Periodontal,Parodontal abscess,,Periodontal abscess,"Abces, periodontaal",
C0752173,,,,,,,,,,,,,,"Een-hybride-systeemtechniek, reverse",
C5197682,"nemoci, jimž lze předcházet očkováním",Vaccine-Preventable Diseases,,Maladies évitables par la vaccination,Impfpräventable Krankheiten,,Choroby zwalczane drogą szczepień,Doenças Preveníveis por Vacina,"ЗАБОЛЕВАНИЯ, ПРЕДУПРЕЖДАЕМЫЕ ВАКЦИНАМИ",Enfermedades Prevenibles por Vacunación,Vaccinförebyggbara sjukdomar,,,,
